N,vol,price,time
166,1.748821258544922e-01,8.209147083993606e+00,1.753000000000000e+03
167,1.750362396240235e-01,8.201648030938861e+00,1.939000000000000e+03
168,1.748828887939453e-01,8.209102754717918e+00,1.699000000000000e+03
169,1.750392913818360e-01,8.201497093482757e+00,1.698000000000000e+03
170,1.748840332031250e-01,8.209058313610397e+00,1.161000000000000e+03
171,1.750423431396484e-01,8.201349689246715e+00,1.840000000000000e+03
172,1.748847961425781e-01,8.209013784684389e+00,1.306000000000000e+03
173,1.750453948974609e-01,8.201205695606653e+00,1.799000000000000e+03
174,1.748859405517578e-01,8.208969190245595e+00,2.036000000000000e+03
175,1.750480651855469e-01,8.201064995540792e+00,1.964000000000000e+03
176,1.748867034912110e-01,8.208924551061555e+00,2.070000000000000e+03
177,1.750511169433594e-01,8.200927477329952e+00,2.001000000000000e+03
178,1.748874664306641e-01,8.208879886428567e+00,2.006000000000000e+03
179,1.750537872314453e-01,8.200793034244072e+00,1.972000000000000e+03
180,1.748886108398438e-01,8.208835214303216e+00,1.659000000000000e+03
181,1.750564575195312e-01,8.200661564283843e+00,1.668000000000000e+03
182,1.748893737792969e-01,8.208790551386718e+00,1.594000000000000e+03
183,1.750591278076172e-01,8.200532969904160e+00,1.344000000000000e+03
184,1.748905181884766e-01,8.208745913198566e+00,1.425000000000000e+03
185,1.750617980957031e-01,8.200407157771352e+00,1.309000000000000e+03
186,1.748912811279297e-01,8.208701314167488e+00,1.383000000000000e+03
187,1.750640869140625e-01,8.200284038571111e+00,1.216000000000000e+03
188,1.748920440673828e-01,8.208656767718045e+00,1.793000000000000e+03
189,1.750667572021485e-01,8.200163526752673e+00,1.481000000000000e+03
190,1.748931884765625e-01,8.208612286303378e+00,1.248000000000000e+03
191,1.750690460205078e-01,8.200045540352454e+00,1.629000000000000e+03
192,1.748939514160157e-01,8.208567881509403e+00,1.631000000000000e+03
193,1.750713348388672e-01,8.199930000822958e+00,1.704000000000000e+03
194,1.748950958251953e-01,8.208523564084263e+00,1.685000000000000e+03
195,1.750736236572266e-01,8.199816832808169e+00,1.756000000000000e+03
196,1.748958587646485e-01,8.208479344001267e+00,1.974000000000000e+03
197,1.750759124755859e-01,8.199705964063174e+00,1.923000000000000e+03
198,1.748966217041016e-01,8.208435230528448e+00,1.772000000000000e+03
199,1.750782012939453e-01,8.199597325195155e+00,1.820000000000000e+03
200,1.748977661132813e-01,8.208391232236403e+00,1.768000000000000e+03
201,1.750804901123047e-01,8.199490849612729e+00,2.151000000000000e+03
202,1.748985290527344e-01,8.208347357077272e+00,1.562000000000000e+03
203,1.750827789306641e-01,8.199386473337631e+00,1.613000000000000e+03
204,1.748992919921875e-01,8.208303612413300e+00,1.415000000000000e+03
205,1.750846862792969e-01,8.199284134894331e+00,1.572000000000000e+03
206,1.749004364013672e-01,8.208260005052363e+00,1.655000000000000e+03
207,1.750865936279297e-01,8.199183775168182e+00,1.667000000000000e+03
208,1.749011993408203e-01,8.208216541286065e+00,2.372000000000000e+03
209,1.750888824462891e-01,8.199085337329336e+00,2.146000000000000e+03
210,1.749023437500000e-01,8.208173226924785e+00,1.249000000000000e+03
211,1.750907897949219e-01,8.198988766687805e+00,1.947000000000000e+03
212,1.749031066894531e-01,8.208130067330625e+00,2.224000000000000e+03
213,1.750926971435547e-01,8.198894010631799e+00,2.058000000000000e+03
214,1.749038696289063e-01,8.208087067424097e+00,1.807000000000000e+03
215,1.750946044921875e-01,8.198801018477178e+00,1.737000000000000e+03
216,1.749046325683594e-01,8.208044231752190e+00,2.115000000000000e+03
217,1.750965118408203e-01,8.198709741440124e+00,2.812000000000000e+03
218,1.749057769775391e-01,8.208001564467320e+00,2.229000000000000e+03
219,1.750984191894531e-01,8.198620132490149e+00,1.973000000000000e+03
220,1.749065399169922e-01,8.207959069399104e+00,2.083000000000000e+03
221,1.751003265380860e-01,8.198532146323990e+00,2.907000000000000e+03
222,1.749073028564453e-01,8.207916750028765e+00,2.111000000000000e+03
223,1.751018524169922e-01,8.198445739248989e+00,2.246000000000000e+03
224,1.749084472656250e-01,8.207874609540845e+00,1.851000000000000e+03
225,1.751037597656250e-01,8.198360869145215e+00,2.227000000000000e+03
226,1.749092102050782e-01,8.207832650828083e+00,2.205000000000000e+03
227,1.751052856445313e-01,8.198277495345577e+00,2.417000000000000e+03
228,1.749099731445313e-01,8.207790876522127e+00,1.996000000000000e+03
229,1.751071929931640e-01,8.198195578647130e+00,2.026000000000000e+03
230,1.749107360839844e-01,8.207749288998714e+00,1.929000000000000e+03
231,1.751087188720703e-01,8.198115081169655e+00,2.137000000000000e+03
232,1.749114990234375e-01,8.207707890391168e+00,1.947000000000000e+03
233,1.751102447509766e-01,8.198035966353652e+00,2.251000000000000e+03
234,1.749126434326172e-01,8.207666682619212e+00,2.157000000000000e+03
235,1.751121520996094e-01,8.197958198870225e+00,2.003000000000000e+03
236,1.749134063720703e-01,8.207625667391255e+00,2.116000000000000e+03
237,1.751136779785156e-01,8.197881744595376e+00,2.186000000000000e+03
238,1.749141693115235e-01,8.207584846227688e+00,2.876000000000000e+03
239,1.751152038574219e-01,8.197806570556631e+00,2.313000000000000e+03
240,1.749149322509766e-01,8.207544220449110e+00,2.467000000000000e+03
241,1.751167297363281e-01,8.197732644854343e+00,2.383000000000000e+03
242,1.749160766601563e-01,8.207503791214078e+00,2.421000000000000e+03
243,1.751182556152344e-01,8.197659936646492e+00,2.429000000000000e+03
244,1.749168395996094e-01,8.207463559535192e+00,2.664000000000000e+03
245,1.751194000244141e-01,8.197588416103772e+00,2.953000000000000e+03
246,1.749176025390625e-01,8.207423526249901e+00,2.209000000000000e+03
247,1.751209259033203e-01,8.197518054375617e+00,2.569000000000000e+03
248,1.749183654785156e-01,8.207383692058158e+00,2.515000000000000e+03
249,1.751224517822266e-01,8.197448823505161e+00,2.332000000000000e+03
250,1.749191284179688e-01,8.207344057550165e+00,2.778000000000000e+03
251,1.751239776611328e-01,8.197380696461162e+00,3.085000000000000e+03
252,1.749198913574219e-01,8.207304623162932e+00,2.758000000000000e+03
253,1.751251220703125e-01,8.197313647039289e+00,2.912000000000000e+03
254,1.749206542968750e-01,8.207265389231353e+00,2.054000000000000e+03
255,1.751266479492188e-01,8.197247649889716e+00,2.430000000000000e+03
256,1.749214172363281e-01,8.207226355981025e+00,3.336000000000000e+03
257,1.751277923583985e-01,8.197182680417161e+00,2.709000000000000e+03
258,1.749221801757813e-01,8.207187523537087e+00,2.278000000000000e+03
259,1.751293182373047e-01,8.197118714812367e+00,2.747000000000000e+03
260,1.749233245849610e-01,8.207148891921056e+00,2.539000000000000e+03
261,1.751304626464844e-01,8.197055729984161e+00,3.312000000000000e+03
262,1.749240875244141e-01,8.207110461063309e+00,2.938000000000000e+03
263,1.751316070556641e-01,8.196993703553959e+00,2.871000000000000e+03
264,1.749248504638672e-01,8.207072230833736e+00,2.900000000000000e+03
265,1.751331329345703e-01,8.196932613798037e+00,2.915000000000000e+03
266,1.749256134033203e-01,8.207034200996548e+00,3.117000000000000e+03
267,1.751342773437500e-01,8.196872439665968e+00,2.416000000000000e+03
268,1.749263763427735e-01,8.206996371251369e+00,3.446000000000000e+03
269,1.751354217529297e-01,8.196813160731260e+00,3.001000000000000e+03
270,1.749271392822266e-01,8.206958741225717e+00,2.734000000000000e+03
271,1.751365661621094e-01,8.196754757160228e+00,2.643000000000000e+03
272,1.749279022216797e-01,8.206921310498526e+00,3.007000000000000e+03
273,1.751377105712891e-01,8.196697209699423e+00,3.193000000000000e+03
274,1.749286651611328e-01,8.206884078576660e+00,2.832000000000000e+03
275,1.751388549804688e-01,8.196640499672467e+00,2.562000000000000e+03
276,1.749294281005860e-01,8.206847044907279e+00,2.813000000000000e+03
277,1.751403808593750e-01,8.196584608924159e+00,3.367000000000000e+03
278,1.749301910400391e-01,8.206810208890095e+00,4.387000000000000e+03
279,1.751411437988282e-01,8.196529519830252e+00,3.431000000000000e+03
280,1.749309539794922e-01,8.206773569888748e+00,3.820000000000000e+03
281,1.751422882080078e-01,8.196475215266330e+00,3.075000000000000e+03
282,1.749317169189453e-01,8.206737127198245e+00,3.270000000000000e+03
283,1.751434326171875e-01,8.196421678593204e+00,2.557000000000000e+03
284,1.749324798583985e-01,8.206700880081828e+00,3.645000000000000e+03
285,1.751445770263672e-01,8.196368893633633e+00,3.343000000000000e+03
286,1.749332427978516e-01,8.206664827775155e+00,3.483000000000000e+03
287,1.751457214355469e-01,8.196316844667821e+00,3.961000000000000e+03
288,1.749340057373047e-01,8.206628969462090e+00,3.389000000000000e+03
289,1.751468658447266e-01,8.196265516417908e+00,3.421000000000000e+03
290,1.749343872070313e-01,8.206593304303791e+00,3.311000000000000e+03
291,1.751476287841797e-01,8.196214894003338e+00,3.899000000000000e+03
292,1.749351501464844e-01,8.206557831416397e+00,3.172000000000000e+03
293,1.751487731933594e-01,8.196164962970821e+00,3.356000000000000e+03
294,1.749359130859375e-01,8.206522549901734e+00,2.739000000000000e+03
295,1.751499176025391e-01,8.196115709252322e+00,3.171000000000000e+03
296,1.749366760253906e-01,8.206487458827464e+00,3.609000000000000e+03
297,1.751506805419922e-01,8.196067119159089e+00,3.997000000000000e+03
298,1.749374389648438e-01,8.206452557247147e+00,3.857000000000000e+03
299,1.751518249511719e-01,8.196019179364919e+00,3.629000000000000e+03
300,1.749382019042969e-01,8.206417844175313e+00,3.319000000000000e+03
301,1.751525878906250e-01,8.195971876906354e+00,2.818000000000000e+03
302,1.749389648437500e-01,8.206383318613426e+00,3.160000000000000e+03
303,1.751537322998047e-01,8.195925199153917e+00,3.646000000000000e+03
304,1.749397277832032e-01,8.206348979545576e+00,3.585000000000000e+03
305,1.751548767089844e-01,8.195879133825549e+00,4.410000000000000e+03
306,1.749404907226563e-01,8.206314825941529e+00,3.456000000000000e+03
307,1.751556396484375e-01,8.195833668931730e+00,3.328000000000000e+03
308,1.749408721923829e-01,8.206280856745952e+00,3.908000000000000e+03
309,1.751564025878906e-01,8.195788792813760e+00,4.775000000000000e+03
310,1.749416351318360e-01,8.206247070908653e+00,3.557000000000000e+03
311,1.751575469970703e-01,8.195744494111933e+00,3.867000000000000e+03
312,1.749423980712891e-01,8.206213467335820e+00,4.827000000000000e+03
313,1.751583099365235e-01,8.195700761747840e+00,5.180000000000000e+03
314,1.749431610107422e-01,8.206180044941618e+00,4.566000000000000e+03
315,1.751590728759766e-01,8.195657584938671e+00,3.822000000000000e+03
316,1.749439239501953e-01,8.206146802643643e+00,4.431000000000000e+03
317,1.751602172851563e-01,8.195614953153525e+00,3.318000000000000e+03
318,1.749443054199219e-01,8.206113739312929e+00,3.806000000000000e+03
319,1.751609802246094e-01,8.195572856140506e+00,4.046000000000000e+03
320,1.749450683593750e-01,8.206080853848496e+00,4.526000000000000e+03
321,1.751617431640625e-01,8.195531283908444e+00,3.642000000000000e+03
322,1.749458312988282e-01,8.206048145125431e+00,3.977000000000000e+03
323,1.751625061035156e-01,8.195490226696572e+00,4.351000000000000e+03
324,1.749465942382813e-01,8.206015612014955e+00,3.857000000000000e+03
325,1.751636505126953e-01,8.195449674997210e+00,4.560000000000000e+03
326,1.749469757080079e-01,8.205983253368913e+00,4.500000000000000e+03
327,1.751644134521485e-01,8.195409619533137e+00,5.211000000000000e+03
328,1.749477386474610e-01,8.205951068066449e+00,5.078000000000000e+03
329,1.751651763916016e-01,8.195370051241003e+00,4.036000000000000e+03
330,1.749485015869141e-01,8.205919054965682e+00,5.895000000000000e+03
331,1.751659393310547e-01,8.195330961300181e+00,4.740000000000000e+03
332,1.749488830566406e-01,8.205887212921214e+00,4.368000000000000e+03
333,1.751667022705078e-01,8.195292341078096e+00,5.283000000000000e+03
334,1.749496459960938e-01,8.205855540769329e+00,4.250000000000000e+03
335,1.751674652099610e-01,8.195254182163337e+00,4.743000000000000e+03
336,1.749504089355469e-01,8.205824037387529e+00,5.768000000000000e+03
337,1.751682281494141e-01,8.195216476344271e+00,4.523000000000000e+03
338,1.749511718750000e-01,8.205792701603185e+00,3.185000000000000e+03
339,1.751689910888672e-01,8.195179215587412e+00,4.437000000000000e+03
340,1.749515533447266e-01,8.205761532288589e+00,4.905000000000000e+03
341,1.751697540283203e-01,8.195142392070208e+00,4.981000000000000e+03
342,1.749523162841797e-01,8.205730528281853e+00,4.227000000000000e+03
343,1.751705169677735e-01,8.195105998126344e+00,5.335000000000000e+03
344,1.749530792236328e-01,8.205699688445286e+00,4.559000000000000e+03
345,1.751712799072266e-01,8.195070026299954e+00,4.370000000000000e+03
346,1.749534606933594e-01,8.205669011628734e+00,4.078000000000000e+03
347,1.751720428466797e-01,8.195034469283252e+00,4.585000000000000e+03
348,1.749542236328125e-01,8.205638496683720e+00,4.083000000000000e+03
349,1.751728057861328e-01,8.194999319941429e+00,5.654000000000000e+03
350,1.749549865722657e-01,8.205608142480138e+00,5.226000000000000e+03
351,1.751735687255860e-01,8.194964571296003e+00,4.979000000000000e+03
352,1.749553680419922e-01,8.205577947861181e+00,4.950000000000000e+03
353,1.751743316650391e-01,8.194930216546023e+00,5.603000000000000e+03
354,1.749561309814453e-01,8.205547911708074e+00,4.643000000000000e+03
355,1.751747131347656e-01,8.194896249021665e+00,4.280000000000000e+03
356,1.749565124511719e-01,8.205518032884580e+00,5.665000000000000e+03
357,1.751754760742188e-01,8.194862662221672e+00,4.953000000000000e+03
358,1.749572753906250e-01,8.205488310265565e+00,4.239000000000000e+03
359,1.751762390136719e-01,8.194829449771504e+00,5.249000000000000e+03
360,1.749580383300782e-01,8.205458742710563e+00,5.218000000000000e+03
361,1.751770019531250e-01,8.194796605464406e+00,4.911000000000000e+03
362,1.749584197998047e-01,8.205429329127437e+00,7.045000000000000e+03
363,1.751777648925781e-01,8.194764123195338e+00,4.997000000000000e+03
364,1.749591827392578e-01,8.205400068367124e+00,5.387000000000000e+03
365,1.751781463623047e-01,8.194731997010006e+00,7.924000000000000e+03
366,1.749595642089844e-01,8.205370959350235e+00,6.179000000000000e+03
367,1.751789093017578e-01,8.194700221095747e+00,6.693000000000000e+03
368,1.749603271484375e-01,8.205342000957746e+00,7.109000000000000e+03
369,1.751796722412110e-01,8.194668789754511e+00,7.963000000000000e+03
370,1.749607086181641e-01,8.205313192088234e+00,8.105000000000000e+03
371,1.751800537109375e-01,8.194637697402532e+00,6.099000000000000e+03
372,1.749614715576172e-01,8.205284531659652e+00,5.821000000000000e+03
373,1.751808166503906e-01,8.194606938597738e+00,4.683000000000000e+03
374,1.749618530273438e-01,8.205256018577684e+00,4.866000000000000e+03
375,1.751815795898438e-01,8.194576507985806e+00,5.653000000000000e+03
376,1.749626159667969e-01,8.205227651745831e+00,4.927000000000000e+03
377,1.751819610595703e-01,8.194546400361187e+00,5.442000000000000e+03
378,1.749633789062500e-01,8.205199430113179e+00,4.068000000000000e+03
379,1.751827239990235e-01,8.194516610591359e+00,5.668000000000000e+03
380,1.749637603759766e-01,8.205171352594691e+00,6.286000000000000e+03
381,1.751834869384766e-01,8.194487133681196e+00,5.706000000000000e+03
382,1.749645233154297e-01,8.205143418122976e+00,6.592000000000000e+03
383,1.751838684082032e-01,8.194457964722426e+00,7.034000000000000e+03
384,1.749649047851563e-01,8.205115625653610e+00,5.118000000000000e+03
385,1.751846313476563e-01,8.194429098910639e+00,5.768000000000000e+03
386,1.749656677246094e-01,8.205087974137504e+00,6.489000000000000e+03
387,1.751850128173829e-01,8.194400531552702e+00,6.470000000000000e+03
388,1.749660491943360e-01,8.205060462519750e+00,5.656000000000000e+03
389,1.751857757568360e-01,8.194372258036845e+00,5.340000000000000e+03
390,1.749664306640625e-01,8.205033089774997e+00,5.914000000000000e+03
391,1.751861572265626e-01,8.194344273860480e+00,5.210000000000000e+03
392,1.749671936035156e-01,8.205005854867203e+00,5.731000000000000e+03
393,1.751869201660157e-01,8.194316574597263e+00,5.991000000000000e+03
394,1.749675750732422e-01,8.204978756766304e+00,6.257000000000000e+03
395,1.751873016357422e-01,8.194289155911418e+00,7.042000000000000e+03
396,1.749683380126953e-01,8.204951794472723e+00,6.374000000000000e+03
397,1.751880645751953e-01,8.194262013587693e+00,5.857000000000000e+03
398,1.749687194824219e-01,8.204924966964484e+00,6.132000000000000e+03
399,1.751884460449219e-01,8.194240365884225e+00,5.402000000000000e+03
